Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
12312,CA,Used Plug-in Electric Vehicle (PEV) Rebate Program - LADWP,"The Los Angeles Department of Water and Power (LADWP) offers rebates up
to \$1,500 to residential electric customers for the purchase of
eligible used PEVs. Additional terms and conditions apply. For program
guidelines and application materials, see the [Charge Up
L.A.!](https://www.ladwp.com/ladwp/faces/ladwp/residential/r-gogreen/r-gg-driveelectric?_adf.ctrl-state=1d4357epvd_4&_afrLoop=472125629767806)
website.
",,,FALSE,138,Utility/Private Incentives,,2019-11-11 21:14:18 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12313,CA,Plug-in Electric Vehicle (PEV) Charging Rate Reduction - Bear Valley Electric Service (BVES),"BVES offers three PEV time-of-use (TOU) rates to customers enrolled in
the Transportation Electrification Pilot Program. The discounted TOU
rate is for the super off-peak hours. For more information, including
how to apply and eligibility, see the BVES [Rate
Structures](https://www.bves.com/customer-service/rates-&-regulations/general-rate-schedules)
website.
",,,FALSE,151,Utility/Private Incentives,,2019-11-11 21:21:54 UTC,,,,,ELEC|PHEV,OTHER,,STATION|IND,
12322,CA,Plug-In Electric Vehicle (PEV) and Fuel Cell Electric Vehicle (FCEV) Grant - Bay Area,"The Bay Area Air Quality Management District's (BAAQMD) Clean Cars for
All program offers grants up to \$9,500 to income-eligible residents to
replace a vehicle eligible for retirement with a PEV or FCEV. Eligible
vehicles for replacement should have a model year 15 years or older than
the current year. Recipients may buy or lease a new or used PEV or FCEV.
Grants vary depending on the household income and vehicle technology.
Vehicles that are replaced must be turned in at an authorized
dismantler.

Individuals that purchase an all-electric vehicle are eligible to
receive up to \$2,000 for the purchase and installation of a Level 2
electric vehicle supply equipment.

For more information, including additional eligibility requirements and
how to apply, see the BAAQMD [Clean Cars for
All](http://www.baaqmd.gov/funding-and-incentives/residents/clean-cars-for-all)
website.
",,,FALSE,73,State Incentives,,2020-11-13 14:22:29 UTC,,,,,ELEC|HY|PHEV,GNT,,STATION|IND,
12323,MN,Plug-In Electric Vehicle (PEV) Toll Credit Pilot Program  ,"The Minnesota Department of Transportation is piloting a three-year
program to give a one-time MnPass account credit to eligible PEV drivers
for use in MnPass toll lanes. Drivers who purchase or lease a new or
used plug-in hybrid electric vehicle receive a \$125 credit or a \$250
credit for an all-electric vehicle. Eligible vehicles must be purchased
or leased between November 1, 2019 and October 31, 2022. For more
information, visit the
[MnPass](https://www.dot.state.mn.us/mnpass/mnpassnews.html) website.
",,,FALSE,9,State Incentives,,2019-12-03 16:34:46 UTC,,,,,ELEC|PHEV,OTHER,,IND,
12326,WI,Electric Vehicle Supply Equipment (EVSE) Leasing Program – Madison Gas and Electric (MGE),"MGE residential customers can pay \$20 per month for the installation
and maintenance of a Level 2 EVSE. Participants must sign a five-year
service agreement. For more information, see MGE's
[Charge\@Home](https://www.mge.com/our-environment/electric-vehicles/charge@home-program)
website.
",,,FALSE,103,Utility/Private Incentives,,2019-12-11 15:53:55 UTC,,,,,ELEC|PHEV,LOANS|OTHER,,IND,
12327,WI,Electric Vehicle Supply Equipment (EVSE) Rebate – Barron Electric Cooperative (BEC),"BEC offers residential customers rebates for the full cost of a Level 2
EVSE. For more information, see the BEC [Residential
Programs](https://www.barronelectric.com/rebates) website.
",,,FALSE,120,Utility/Private Incentives,,2019-12-11 16:18:08 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12328,WI,Electric Vehicle Supply Equipment (EVSE) Rebate – Chippewa Valley Electric Cooperative (CVEC),"CVEC offers customers a \$200 rebate to purchase and install a new EVSE.
All rebate documentation must be submitted within three months of the
EVSE purchase. The rebate is available until December 31, 2019 and is
available on a first-come, first-served basis. For more information,
including eligibility requirements and how to apply, see the CVEC
[Rebates](https://www.cvecoop.com/rebates.php) website.
",,,FALSE,130,Utility/Private Incentives,,2019-12-11 16:20:01 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12329,WI,Electric Vehicle Supply Equipment (EVSE) Rebate – Clark Electric Cooperative (CEC),"CEC offers customers a \$400 rebate to purchase and install a new EVSE.
Required documentation must be submitted to CEC within three months of
the EVSE purchase date. The EVSE rebate is available on a first-come,
first-served basis. For more information, see the CEC [Rebates and
Incentives](https://www.cecoop.com/rebatesincentives) website.
",,,FALSE,140,Utility/Private Incentives,,2019-12-11 16:21:45 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12330,WI,Electric Vehicle Supply Equipment (EVSE) Rebate – East Central Energy (ECE),"ECE offers residential customers a \$1,000 rebate to install a Level 2
EVSE on a time-of-use or off-peak storage electricity rate. For more
information, see the ECE [Residential
Rebates](https://www.eastcentralenergy.com/content/residential-rebates)
website.
",,,FALSE,150,Utility/Private Incentives,,2019-12-11 16:23:21 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12331,WI,Electric Vehicle Supply Equipment (EVSE) Rebate – Price Electric Cooperative,"Price Electric Cooperative offers residential customers a \$500 rebate
to customers who purchase and install an EVSE. The EVSE rebate is
available on a first-come, first-served basis. For more information,
including application details, see the Price Electric Cooperative
[Rebates](https://www.price-electric.com/content/rebates) website.
",,,FALSE,160,Utility/Private Incentives,,2019-12-11 16:25:43 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12332,WI,Electric Vehicle Supply Equipment (EVSE) Rebate – Riverland Energy Cooperative (REC),"REC offers residential customers a \$400 rebate to purchase and install
an EVSE. The EVSE rebate is available on a first-come, first-served
basis. For more information, including application details, see the REC
[Rebates](https://www.riverlandenergy.com/rebates) website.
",,,FALSE,170,Utility/Private Incentives,,2019-12-11 16:27:04 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12333,WI,Electric Vehicle Supply Equipment (EVSE) Rebate – Pierce Pepin Cooperative Services (PPCS),"PPCS offers residential customers a \$400 rebate to purchase and install
an EVSE. The EVSE rebate is available on a first-come, first-served
basis. For more information, see the PPCS [Programs &
Rebates](https://www.piercepepin.coop/programs-rebates) website.
",,,FALSE,180,Utility/Private Incentives,,2020-02-07 22:41:26 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12343,NM,Electric Vehicle Supply Equipment (EVSE) Funding ,"The New Mexico Environment Department (NMED) provides funding for
eligible mitigation projects for nitrogen oxides (NOx) emissions. NMED
may provide funds up to 100% of the cost to purchase, install, and
maintain eligible light-duty EVSE. Additional requirements may apply.

The program is funded by New Mexico's portion of the [Volkswagen
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, visit the New Mexico [Volkswagen
Settlement](https://www.env.nm.gov/air-quality/vw-settlement/) website.
",,,FALSE,5,State Incentives,,2019-12-16 22:38:49 UTC,,,,Vehicle Purchase and Infrastructure Development Incentives,ELEC|PHEV,OTHER,,STATION|FLEET|GOV|IND,
12347,OK,Electric Vehicle Supply Equipment (EVSE) Rebate – Public Service Company of Oklahoma (PSO),"PSO residential customers are eligible for rebates up to \$250 for an
[ENERGY STAR](https://www.energystar.gov/products) certified Level 2
EVSE. EVSE must be new and purchased in Oklahoma. For more information,
including the application, see the PSO [Electric Vehicle
Charger](https://pso.clearesult.com/electric-vehicle-charger/energy-star-electric-vehicle-level-2-charger.html)
website.
",,,FALSE,60,Utility/Private Incentives,,2019-12-16 22:47:57 UTC,,,,Vehicle Purchase and Infrastructure Development Incentives,ELEC|PHEV,RBATE,,IND,
12348,TN,Electric Vehicle Supply Equipment (EVSE) Rebate – Knoxville Utility Board (KUB),"KUB offers residential customers rebate up to \$400 for the purchase and
installation of a Level 2 EVSE. For more information, including the
application, please visit the [KUB Electric
Vehicle](https://www.kub.org/about/environment/ev-charger-rebate-program)
website.
",,,FALSE,20,Utility/Private Incentives,,2019-12-16 22:50:51 UTC,,,,Vehicle Purchase and Infrastructure Development Incentives,ELEC|PHEV,RBATE,,IND,
12349,AZ,Electric Vehicle (EV) Definition and Implementation Plan,"The Arizona Corporation Commission (Commission) defines EVs as
transportation vehicles that use electricity for propulsion. The
Commission issued an EV policy statement that provides guidelines on
EVs, charging infrastructure, and transportation electrification to
utilities the Commission regulates. The policy addresses the state of
EVs in Arizona, EV benefits, and barriers to adoption. This policy
purposefully does not define the Commission's role with respect to
electric vehicle charging infrastructure operated by non-utilities at
this time, but will explore it in the future. For more information, see
the Commission's [EV policy
statement](https://docket.images.azcc.gov/0000195197.pdf) and the
[Corporation Commission](https://www.azcc.gov/) website. (Reference
[Docket](https://edocket.azcc.gov/Search/DocketDetailSearch?docketId=21658)
RU-00000A-18-0284 decision number 77044)
",2019-01-16 00:00:00 UTC,,FALSE,65,Laws and Regulations,,2019-12-19 16:16:14 UTC,,,,,ELEC|PHEV,,CCEINIT,STATION|MAN|GOV|IND,
12350,AZ,Electric Vehicle Supply Equipment (EVSE) Rebate - Tucson Electric Power (TEP),"TEP provides a rebate to residential customers that covers up to 75% of
the cost of EVSE installation. The maximum rebate awards are \$500 for a
two-way charger and \$250 for a one-way charger. For more information,
including how to apply, see the TEP [Electric Vehicle
Rebates](https://www.tep.com/ev-rebates/) website.
",,,FALSE,55,Utility/Private Incentives,,2019-12-19 16:24:21 UTC,,,,Vehicle Purchase and Infrastructure Development Incentives,ELEC|PHEV,RBATE,,IND,
12351,AZ,Plug-In Electric Vehicle (PEV) Charging Rates - Tuscon Electric Power (TEP),"TEP offers three time-of-use (TOU) rates for residential customers with
PEVs. For more information, see the TEP [Rates for EV
Owners](https://www.tep.com/rates-for-ev-owners/) website.
",,,FALSE,60,Utility/Private Incentives,,2019-12-19 16:46:58 UTC,,,,,ELEC|PHEV,OTHER,,IND,
12353,NY,Electric Vehicle Supply Equipment (EVSE) Incentive Program - PSEG Long Island,"Public Service Enterprise Group (PSEG) Long island offers customers an
incentive to own and operate direct current (DC) fast EVSE. Award
amounts are dependent on eligibility year, DC fast power rating, and the
configuration of the charging equipment. The program is accepting
applications until December 31, 2025. Funds are awarded on a first-come,
first-served basis. For more information, see the PSEG Long Island [DC
Fast
Charging](https://www.psegliny.com/saveenergyandmoney/greenenergy/ev/dcfc)
website.
",,,FALSE,62,Utility/Private Incentives,,2019-12-19 16:56:30 UTC,,,,,PHEV,GNT,,STATION|FLEET|IND,
12354,NY,Electric Vehicle Supply Equipment (EVSE) Rebate - PSEG Long Island,"Public Service Enterprise Group (PSEG) Long Island offers a \$500 rebate
to residential customers who install a smart, Level 2 charger between
January 1, 2021, and December 31, 2021. Funds are awarded on a
first-come, first-served basis, and are limited to one rebate per year,
per residential account. Rebate applications must be postmarked by
December 31, 2021, to be eligible. Additional terms and conditions
apply. For more information, including how to apply, see the PSEG Long
Island [Smart Charger
Rebate](https://www.psegliny.com/saveenergyandmoney/greenenergy/ev/smartcharge)
website.
",,,FALSE,64,Utility/Private Incentives,,2021-01-12 23:42:05 UTC,,2021-12-31 00:00:00 UTC,,,ELEC|PHEV,RBATE,,STATION|IND,
12355,TX,Electric Vehicle Supply Equipment (EVSE) Rebate – United Cooperative Services (UCS),"UCS offers residential customers a rebate of 50% of the cost to install
a Level 2 EVSE, up to \$500. For more information, including eligibility
and how to apply, see the UCS [Energy Rebate
Programs](https://www.united-cs.com/rebate-programs) website.
",,,FALSE,85,Utility/Private Incentives,,2019-12-19 17:17:29 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12356,VT,Plug-in Electric Vehicle and Off-Road Equipment Rebates - VPPSA,"Vermont Public Power Supply Authority (VPPSA) member customers are
eligible for rebates of up to \$1,000 on the purchase of a new
all-electric vehicle (EV), and up to \$500 on the purchase of a new
plug-in hybrid electric vehicle (PHEV). VPPSA also offers rebates of
\$500 for the purchase of a pre-owned EV and \$250 for the purchase of a
pre-owned PHEV. Low-income customers may receive an additional \$400
rebate for a new EV or PHEV.

Additional rebates are available for the purchase of an electric
forklift, residential or commercial lawnmower, and other yard care
equipment.

For more information visit the VPPSA [Electric Vehicle
Rebate](https://vppsa.com/resources/rebate-forms/) website.
",,,FALSE,16,Utility/Private Incentives,,2020-07-11 12:27:59 UTC,,,,Vehicle Purchase and Infrastructure Development Incentives,ELEC|PHEV,RBATE,,IND,
12357,VT,Plug-in Electric Vehicle (PEV) Rebate - Stowe Electric,"Stowe Electric offers customers rebates for the purchase or lease of
PEVs. New plug-in hybrid electric vehicles (PHEVs) are eligible for a
\$750 rebate, new all-electric vehicles (EVs) are eligible for a \$1,000
rebate, and income-qualifying customers are eligible for an additional
\$250 rebate for either vehicle. Stowe Electric also offers a \$400
rebate for the purchase of used EVs and a \$300 rebate for the purchase
of used PHEVs. For more information, including how to apply, see the
Stowe Electric [Rebate
Programs](https://www.stoweelectric.com/programs/rebate-programs)
website.
",,,FALSE,10,Utility/Private Incentives,,2019-12-20 16:37:47 UTC,,,,Vehicle Purchase and Infrastructure Development Incentives,ELEC|PHEV,RBATE,,IND,
12360,OR,Diesel Emissions Reductions Registration Requirement,"The Oregon Department of Motor Vehicles (ODMV) will phase out
registrations for certain medium-duty (MD) and heavy-duty (HD) trucks
powered by diesel engines in Multnomah, Clackamas, or Washington
Counties unless vehicles have been retrofitted or repowered with
approved technologies. ODMV will no longer issue certificates of titles
on or after the following dates:

::: {align=""center""}
  -----------------------------------------------------------------------
  Date                                      Vehicle and model year
  ----------------------------------- -----------------------------------
  January 1, 2023                     MD and HD trucks powered by a model
                                        year (MY) 1996 or older diesel
                                                    engine

  January 1, 2029                      MD trucks powered by a MY 2009 or
                                              older diesel engine
                                                       
                                        HD truck owned by a public body
                                         powered by a MY 2009 or older
                                                    engine
                                                       
                                      HD truck not owned by a public body
                                         powered by a MY 2006 or older
                                                    engine
  -----------------------------------------------------------------------
:::

The Oregon Department of Transportation must submit an annual report to
the Legislative Assembly on the effects of the titling restrictions of
MD and HD diesel trucks annually by September 15.

(Reference [Administrative Order
No.](https://secure.sos.state.or.us/oard/changeOrder.action) DEQ-11-2021
and [Oregon Administrative
Rules](https://secure.sos.state.or.us/oard/changeOrder.action)
340-256-0010 through 340-256-0560)
",2019-08-09 00:00:00 UTC,,FALSE,36,Laws and Regulations,,2019-12-20 17:37:57 UTC,,,,,AFTMKTCONV|OTHER,,REGIS,GOV|IND,https://www.oregonlegislature.gov/|https://secure.sos.state.or.us/oard/changeOrder.action|https://secure.sos.state.or.us/oard/changeOrder.action
12369,NJ,Plug-In Electric Vehicle (PEV) and Electric Vehicle Supply Equipment (EVSE) Deployment Goals,"The State of New Jersey will work to increase the number of PEVs and
related infrastructure to meet the following state goals:

-   10% of new buses purchased by the New Jersey Transit Corporation
    must be zero emission vehicles (ZEV) by December 31, 2024. Then 50%
    of new buses must be ZEV by December 31, 2026, and 100% must be ZEV
    by December 31, 2032.
-   By December 31, 2025, there must be 400 direct current (DC) fast
    EVSE and 1,000 Level 2 EVSE installed and available for public use
    at minimally 200 locations. 75 locations must include at least two
    DC fast installed along travel corridors, while 100 locations must
    include at least two DC fast in community locations. Additionally,
    15% of all multi-family residential properties must include EVSE
    infrastructure and 20% of all franchised overnight lodging must have
    EVSE available for guests.
-   By December 31, 2035, there will be 2 million registered light-duty
    PEVs in the state, and 100% of state-owned, non-emergency light-duty
    vehicles must be PEVs.
-   By December 31, 2040, 85% of all new light-duty vehicles sold in the
    state will be PEVs.

The New Jersey Board of Public Utilities (NJBPU) must establish goals
for transportation electrification and infrastructure development for
medium- and heavy-duty on-road diesel vehicles and charging
infrastructure by December 31, 2020. For more information, see the NJBPU
[Electric Vehicle Incentive Programs](https://www.njcleanenergy.com/ev)
website.

The New Jersey Department of Environmental Protection (NJDEP) develops
and implements a [public education
program](https://www.drivegreen.nj.gov/plugin.html) regarding the
availability and benefits of PEVs, state PEV goals, and the availability
of PEV and EVSE incentives.

NJDEP and NJBPU must prepare and submit a report to the governor and
legislature every five years on the state of the PEV market in New
Jersey, progress towards achieving the above goals, barriers to the
achievement of the goals, and recommendations for legislative or
regulatory action to address barriers.

(Reference [New Jersey Statutes](https://www.njleg.state.nj.us/)
48:25-3)
",2020-01-17 00:00:00 UTC,,FALSE,5,Laws and Regulations,,2020-01-22 21:59:32 UTC,,,,,ELEC|PHEV,,OTHER,STATION|FLEET|GOV|IND,https://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/
12370,NJ,Plug-In Electric Vehicle (PEV) Rebate Program,"The New Jersey Board of Public Utilities offers state residents a rebate
in the amount of \$25 per mile of EPA-rated all-electric range, up to
\$5,000, to purchase or lease a new PEV with an MSRP of \$55,000 or
less. Rebates may be limited to one award per person. For more
information, and rebate availability, see New Jersey's Clean Energy
Program [Electric Vehicle Incentive
Programs](https://www.njcleanenergy.com/ev) website. (Reference [New
Jersey Statutes](http://www.njleg.state.nj.us/) 48:25-4)
",2020-01-17 00:00:00 UTC,,FALSE,30,State Incentives,,2020-01-22 22:09:33 UTC,2030-06-30 00:00:00 UTC,,,,ELEC|PHEV,RBATE,,IND,http://www.njleg.state.nj.us/|http://www.njleg.state.nj.us/
12373,MD,Electric Vehicle Supply Equipment (EVSE) Residential Rebate - Potomac Edison,"Potomac Edison offers residential customers a \$300 rebate for the
purchase and installation of a qualified Level 2 EVSE through the EV
Driven Program. For more information, including eligibility and
qualifying EVSE, see the [EV
Driven](https://firstenergycorp.com/content/customer/help/saving_energy/electric-vehicles/maryland-ev/maryland-ev.html)
website.
",,,FALSE,5,Utility/Private Incentives,,2020-02-03 17:47:52 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12374,MD,Electric Vehicle Supply Equipment (EVSE) Charging Rate Incentive - Potomac Edison,"Potomac Edison offers residential customers the opportunity to earn 2
cents per kilowatt-hour when charging with eligible EVSE during off-peak
hours through the EV Driven Off-Peak Rewards Program. For more
information, see the [EV
Driven](https://firstenergycorp.com/content/customer/help/saving_energy/electric-vehicles/maryland-ev/maryland-ev.html)
website.
",,,FALSE,8,Utility/Private Incentives,,2020-02-03 17:51:59 UTC,,,,,ELEC|PHEV,OTHER,,IND,
12378,IN,Plug-In Electric Vehicle (PEV) Time-Of-Use (TOU) Rate - Indiana Michigan Power,"Indiana Michigan Power offers a TOU rate to residential customers who
own a qualified PEV. Indiana Michigan Power may require customers to
install a metering system that is capable of separately tracking PEV
charging. For more information, see the Indiana Michigan Power [Rates
and
Tariffs](https://www.indianamichiganpower.com/account/bills/rates/IandMRatesTariffsIN.aspx)
website.
",,,FALSE,50,Utility/Private Incentives,,2020-03-09 19:36:16 UTC,,,,,ELEC|PHEV,OTHER,,IND,
12381,NJ,Energy Master Plan,"New Jersey has developed an Energy Master Plan (EMP) that will guide the
State to achieve its goals of electrifying the transportation sector and
achieving 100% carbon-neutral electricity generation by 2050. The EMP
calls for decarbonization of the transportation sector through:

-   Supporting the deployment of 330,000 light-duty electric vehicles
    (EVs) by 2025;
-   Deploying electric vehicle supply equipment (EVSE) throughout the
    state;
-   Creating incentives for EVSE;
-   Educating consumers and fleet owners on EVs;
-   Transitioning state fleet vehicles to EVs;
-   Partnering with industry to develop incentives for medium- and
    heavy-duty all-electric or fuel-cell vehicles; and
-   Exploring policies that accelerate the adoption of alternative
    fuels.

For more information, see the [Energy Master Plan](https://nj.gov/emp/)
website.
",,,FALSE,70,Laws and Regulations,,2020-03-23 16:37:48 UTC,,,,,ELEC|HY|PHEV,,CCEINIT,STATION|AFP|FLEET|GOV|IND,
12383,WA,Plug-In Electric Vehicle (PEV) Charging Study Incentive - Tacoma Public Utility (TPU) ,"TPU is conducting a study to understand the charging patterns for
residential PEVs. In exchange for completion of surveys about PEV
charging and use, TPU customers may be eligible for an up to \$250
incentive per year. Eligible residential customers must own or lease a
PEV and own their own charging equipment. For more information, see the
TPU [EV Charging
Study](https://www.mytpu.org/community-environment/clean-renewable-energy/electric-vehicles/electric-vehicle-charging/)
website.
",,,FALSE,73,Utility/Private Incentives,,2020-04-07 15:58:31 UTC,,,,,ELEC|PHEV,OTHER|RBATE,,STATION|IND,
12386,VA,Plug-In Electric Vehicle (PEV) Time-of-Use (TOU) Rate – Appalachian Power Company,"Appalachian Power Company offers a TOU rate to residential customers
that own a PEV. Eligible customers must have a meter that is capable of
separately identifying PEV usage. For more information, including
billing rates and additional service conditions, see the Appalachian
Power Company [Virginia Rates &
Tariffs](https://www.appalachianpower.com/account/bills/rates/apcoratestariffsva.aspx)
website. This service is experimental and only available until September
12, 2023.
",,,FALSE,30,Utility/Private Incentives,,2020-04-08 17:13:15 UTC,2023-09-12 00:00:00 UTC,,,,ELEC|PHEV,OTHER,,IND,
12388,UT,Residential Electric Vehicle Supply Equipment (EVSE) Rebate - Rocky Mountain Power,"Rocky Mountain Power provides rebates for residential customers for the
purchase of Level 2 EVSE. Level 2 EVSE purchased on or after January 1,
2020, are eligible for a rebate of 75% of equipment cost, up to \$200
per EVSE. Rebates are available on a first-come, first-served basis.
Additional terms and conditions apply. For more information, see the
Rocky Mountain Power [Utah Electric Vehicle
Incentives](https://www.rockymountainpower.net/savings-energy-choices/electric-vehicles/utah-incentives.html)
website.
",,,FALSE,30,Utility/Private Incentives,,2020-04-10 16:19:27 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12389,UT,Residential Electric Vehicle Time of Use (TOU) Rate Pilot – Rocky Mountain Power,"Rocky Mountain Power offers a TOU rate to residential customers that own
plug-in electric vehicles. Residential customers that participate for
one year are eligible for a \$200 incentive. This program ends January
1, 2022. For more information, see the Rocky Mountain Power [Utah
Electric Vehicle
Incentives](https://www.rockymountainpower.net/savings-energy-choices/electric-vehicles/utah-incentives.html)
website.
",,,FALSE,34,Utility/Private Incentives,,2020-04-10 16:42:09 UTC,2022-01-01 00:00:00 UTC,,,,ELEC|PHEV,OTHER,,IND,
12392,UT,Electric Vehicle Emissions Inspections Exemption,"Vehicles powered exclusively by electricity are exempt from state motor
vehicle emissions inspections. (Reference [Utah
Code](https://le.utah.gov/xcode/code.html) 41-1a-1223 and 41-6a-1642)
",2020-03-24 00:00:00 UTC,,FALSE,90,State Incentives,,2020-04-10 19:07:32 UTC,,,,,ELEC,EXEM,,FLEET|IND,https://le.utah.gov/xcode/code.html
12395,OR,Plug-in Electric Vehicle (PEV) Time-Of-Use (TOU) Rate - Portland General Electric (PGE),"PGE offers a TOU electricity rate for customers with a PEV. Additional
terms and conditions apply. For more information, see the PGE [TOU
Pricing](https://portlandgeneral.com/about/info/pricing-plans/time-of-use/time-of-use-pricing-home)
website.
",,,FALSE,45,Utility/Private Incentives,,2020-05-01 13:20:23 UTC,,,,,ELEC|PHEV,OTHER,,IND,
12403,LA,Electric Vehicle Supply Equipment (EVSE) Rebate – Southwestern Electric Power Company (SWEPCO),"SWEPCO offers residential customers a \$250 rebate for the installation
of an ENERGY STAR certified Level 2 EVSE. Additional terms and
conditions apply. For more information, including how to apply and
funding availability, see the SWEPCO [Level 2 Home EV Charging Station
Rebate
Program](https://www.swepco.com/clean-energy/electric-cars/charging-station)
website.
",,,TRUE,40,Utility/Private Incentives,,2021-09-14 19:21:25 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12405,TX,Electric Vehicle Supply Equipment (EVSE) Rebate – Southwestern Electric Power Company (SWEPCO),"SWEPCO offers residential customers a \$250 rebate for the installation
of an ENERGY STAR certified Level 2 EVSE. Rebates are available on a
first-come, first-served basis. Additional terms and conditions apply.
For more information, including how to apply, see the SWEPCO [Level 2
Home EV Charging Station Rebate
Program](https://www.swepco.com/clean-energy/electric-cars/charging-station)
website.
",,,FALSE,60,Utility/Private Incentives,,2020-05-11 18:21:20 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12407,VA,Electric Vehicle Supply Equipment (EVSE) Policies for Associations,"Homeowners associations (HOAs) or condominium associations may not
prohibit the installation of an EVSE for personal use within the EVSE
owner's designated parking space. HOAs may establish restrictions on the
number, size, placement, manner of installation, and insurance
requirements for the EVSE if it is installed on the exterior of the
property or in a common area. HOAs are not liable for the EVSE.

A condominium association may prohibit the installation of an EVSE if it
is not technically feasible or practical due to safety risks, structural
issues, or engineering conditions. Condominiums may establish
requirements on the manner of installation, architectural design,
insurance requirements, and community-related expenses for the EVSE.

(Reference [Virginia Code](https://law.lis.virginia.gov/vacode/)
55.1-1823.1, 55.1-1962.1, and 55.1-2139.1)
",2020-04-09 00:00:00 UTC,,FALSE,20,Laws and Regulations,,2020-05-11 18:46:15 UTC,,,,,ELEC|PHEV,,OTHER,MUD|IND,https://lis.virginia.gov/000/sab.htm
12410,GA,Electric Vehicle Supply Equipment (EVSE) Rebate – Georgia Power,"Georgia Power offers residential customers a \$250 rebate for Level 2
EVSE installed between January 1, 2020, and December 31, 2020. For more
information, including eligible EVSE and how to apply, see the Georgia
Power [Electric Vehicles](https://www.georgiapower.com/electricvehicles)
website.
",,,FALSE,54,Utility/Private Incentives,,2020-05-11 19:12:24 UTC,2021-12-31 00:00:00 UTC,,,,ELEC|PHEV,RBATE,,IND,
12411,MD,Electric Vehicle Emissions Inspection Exemption,"Vehicles powered exclusively by electricity are exempt from state
emissions inspections. For more information, see the Maryland [Vehicle
Emissions Inspection
Program](https://mde.maryland.gov/programs/Air/MobileSources/Pages/VEIP.aspx)
website. (Reference [Maryland
Statutes](http://mgaleg.maryland.gov/mgawebsite/), Transportation Code
23-206 and 23-206.4)
",,,FALSE,35,State Incentives,,2020-05-12 14:39:20 UTC,,,,,ELEC,EXEM,,FLEET|GOV|OTHER|IND,
12413,AZ,High Occupancy Vehicle (HOV) Lane Exemption,"The Arizona Department of Transportation (ADOT) allows qualified
alternative fuel vehicles (AFV) with an AFV license plate to use HOV
lanes, regardless of the number of occupants. Qualified AFVs are defined
as vehicles powered exclusively by electricity, propane, natural gas,
hydrogen, or a blend of hydrogen with propane or natural gas. Qualified
AFVs must not be capable of operating on any other fuel type. This
exemption expires September 20, 2025. For more information about vehicle
eligibility and HOV access, visit the ADOT
[AFV](https://azdot.gov/motor-vehicles/vehicle-services/vehicle-registration/alternative-fuel-vehicle)
website. (Reference [Arizona Revised
Statutes](https://www.azleg.gov/arstitle/) 1-215 and 28-2416)
",,,FALSE,27,State Incentives,,2020-06-12 19:19:24 UTC,2025-09-30 00:00:00 UTC,,,,ELEC|HY|NG|LPG,EXEM,,IND,
12414,NE,All-Electric Vehicle (EV) and Electric Vehicle Supply Equipment (EVSE) Rebate – NPPD,"Nebraska Public Power District (NPPD) offers residential customers a
\$4,500 rebate for the purchase of a new EV and the installation of an
eligible Level 2 EVSE, or a \$500 rebate for the installation of an
eligible Level 2 EVSE. Participants must purchase the EVSE through NPPD.
NPPD also offers residential customers an additional \$200 rebate for
the pre-wiring necessary for EVSE installation. NPPD offers commercial
customers a 50% reimbursement for the installation of a public Level 2
or DC Fast EVSE station as well as a 100% reimbursement up to \$1000 for
the construction of a conduit necessary for a public EVSE station.
Rebates are available on a first-come, first-served basis. For more
information, including eligible EVSE and how to apply, see the NPPD
[Incentives &
Programs](https://www.nppd.com/save-money/incentives-programs) website.
",,,FALSE,45,Utility/Private Incentives,,2020-06-12 20:10:47 UTC,,,,,ELEC,RBATE,,FLEET|OTHER|IND,
